[size=4][b]Flake [AltLo1][/B][/SIZE][spoiler=Show AltLo1 Orbits][code]

              Altitude                Inc.       Orbital   Time to Scan          Eff.  Swath  Resolution
  UEQx Sidelap  Ideal     +/- Error               Period      Total    +/- Error  FOV   Width (deg)   (km)
====================================================================================================================
    63    31 (1.06)   15.345 km +/- 0.01 km (0.00°)  36h 44.4m   569h 28.1m +/- 20.7m (1.6°)  12 m (0.06°) 2.14 m
    65    32 (1.09)   15.337 km +/- 0.01 km (0.00°)  36h 43.0m   587h 27.4m +/- 21.4m (1.6°)  12 m (0.06°) 2.14 m
    67    33 (1.12)   15.330 km +/- 0.01 km (0.00°)  36h 41.6m   605h 26.9m +/- 20.4m (1.6°)  12 m (0.06°) 2.14 m
    69    34 (1.15)   15.323 km +/- 0.01 km (0.00°)  36h 40.4m   623h 26.6m +/- 19.4m (1.6°)  12 m (0.06°) 2.14 m
    71    35 (1.19)   15.317 km +/- 0.01 km (0.00°)  36h 39.2m   641h 26.8m +/- 18.3m (1.6°)  12 m (0.06°) 2.13 m
    73    36 (1.22)   15.311 km +/- 0.01 km (0.00°)  36h 38.1m   659h 25.8m +/- 18.9m (1.6°)  12 m (0.06°) 2.13 m
[/code][/spoiler]

[size=4][b]Flake [ResHi0][/B][/SIZE][spoiler=Show ResHi0 Orbits][code]

              Altitude                Inc.       Orbital   Time to Scan          Eff.  Swath  Resolution
  UEQx Sidelap  Ideal     +/- Error               Period      Total    +/- Error  FOV   Width (deg)   (km)
====================================================================================================================
    21     8 (1.02)   19.570 km +/- 0.01 km (0.00°)  50h 56.7m   203h 46.9m +/- 11.1m (4.5°)  46 m (0.23°) 8.00 m
    23     9 (1.09)   19.098 km +/- 0.01 km (0.00°)  49h 16.7m   221h 45.2m +/- 12.8m (4.4°)  43 m (0.22°) 7.59 m
    27    11 (1.23)   18.401 km +/- 0.01 km (0.00°)  46h 51.4m   257h 42.4m +/- 15.4m (4.2°)  40 m (0.20°) 7.01 m
    26    11 (1.14)   17.763 km +/- 0.01 km (0.00°)  44h 40.6m   245h 43.1m +/- 15.1m (4.1°)  37 m (0.19°) 6.51 m
    25    11 (1.05)   17.115 km +/- 0.01 km (0.00°)  42h 29.8m   233h 43.7m +/- 14.9m (4.0°)  35 m (0.17°) 6.03 m
    29    13 (1.20)   16.812 km +/- 0.01 km (0.00°)  41h 29.4m   269h 40.8m +/- 18.1m (3.9°)  33 m (0.17°) 5.81 m
    28    13 (1.12)   16.250 km +/- 0.01 km (0.00°)  39h 38.6m   257h 40.9m +/- 18.4m (3.8°)  31 m (0.16°) 5.41 m
    27    13 (1.04)   15.680 km +/- 0.01 km (0.00°)  37h 47.9m   245h 41.4m +/- 18.1m (3.6°)  29 m (0.14°) 5.03 m
    29    14 (1.11)   15.639 km +/- 0.01 km (0.00°)  37h 40.0m   263h 40.1m +/- 19.5m (3.6°)  29 m (0.14°) 5.00 m
    31    15 (1.19)   15.604 km +/- 0.01 km (0.00°)  37h 33.2m   281h 39.0m +/- 20.9m (3.6°)  29 m (0.14°) 4.98 m
    33    17 (1.18)   14.650 km +/- 0.01 km (0.00°)  34h 32.6m   293h 36.7m +/- 23.8m (3.4°)  25 m (0.13°) 4.38 m
    31    16 (1.11)   14.622 km +/- 0.01 km (0.00°)  34h 27.3m   275h 38.6m +/- 22.4m (3.4°)  25 m (0.12°) 4.36 m
    29    15 (1.03)   14.589 km +/- 0.01 km (0.00°)  34h 21.3m   257h 39.5m +/- 21.0m (3.4°)  25 m (0.12°) 4.34 m
    32    17 (1.11)   14.194 km +/- 0.01 km (0.00°)  33h 08.0m   281h 37.6m +/- 23.5m (3.3°)  24 m (0.12°) 4.10 m
    35    19 (1.18)   13.878 km +/- 0.01 km (0.00°)  32h 10.0m   305h 35.3m +/- 26.0m (3.2°)  22 m (0.11°) 3.92 m
    31    17 (1.04)   13.732 km +/- 0.02 km (0.00°)  31h 43.3m   269h 37.8m +/- 23.9m (3.2°)  22 m (0.11°) 3.83 m
    34    19 (1.11)   13.460 km +/- 0.02 km (0.00°)  30h 54.3m   293h 35.7m +/- 26.5m (3.1°)  21 m (0.11°) 3.68 m
    37    21 (1.19)   13.239 km +/- 0.02 km (0.00°)  30h 14.6m   317h 32.8m +/- 30.0m (3.1°)  20 m (0.10°) 3.56 m
    33    19 (1.04)   13.037 km +/- 0.02 km (0.00°)  29h 38.5m   281h 35.6m +/- 27.0m (3.0°)  20 m (0.10°) 3.45 m
    39    23 (1.20)   12.701 km +/- 0.01 km (0.00°)  28h 39.6m   329h 35.6m +/- 24.2m (2.9°)  19 m (0.09°) 3.27 m
    37    22 (1.12)   12.588 km +/- 0.02 km (0.00°)  28h 19.4m   311h 33.2m +/- 29.8m (2.9°)  18 m (0.09°) 3.21 m
    38    23 (1.13)   12.342 km +/- 0.02 km (0.00°)  27h 36.6m   317h 31.4m +/- 30.9m (2.9°)  18 m (0.09°) 3.09 m
    41    25 (1.21)   12.241 km +/- 0.01 km (0.00°)  27h 19.7m   341h 36.0m +/- 21.6m (2.8°)  17 m (0.09°) 3.04 m
    37    23 (1.06)   11.980 km +/- 0.01 km (0.00°)  26h 34.4m   305h 35.2m +/- 29.5m (2.8°)  17 m (0.08°) 2.91 m
    43    27 (1.22)   11.843 km +/- 0.01 km (0.00°)  26h 11.3m   353h 32.8m +/- 25.3m (2.7°)  16 m (0.08°) 2.84 m
    41    26 (1.15)   11.712 km +/- 0.01 km (0.00°)  25h 48.9m   335h 35.5m +/- 27.6m (2.7°)  16 m (0.08°) 2.78 m
    36    23 (1.00)   11.617 km +/- 0.00 km (0.00°)  25h 33.5m   293h 55.1m +/- 06.8m (2.7°)  16 m (0.08°) 2.73 m
    39    25 (1.08)   11.569 km +/- 0.01 km (0.00°)  25h 24.5m   317h 36.8m +/- 28.5m (2.7°)  16 m (0.08°) 2.71 m
    45    29 (1.23)   11.495 km +/- 0.01 km (0.00°)  25h 12.6m   365h 32.5m +/- 23.2m (2.7°)  15 m (0.08°) 2.68 m
    37    24 (1.01)   11.410 km +/- 0.01 km (0.00°)  24h 58.1m   299h 37.7m +/- 22.1m (2.6°)  15 m (0.08°) 2.64 m
    43    28 (1.16)   11.359 km +/- 0.01 km (0.00°)  24h 49.8m   347h 36.8m +/- 19.9m (2.6°)  15 m (0.07°) 2.61 m
    38    25 (1.01)   11.224 km +/- 0.01 km (0.00°)  24h 26.8m   305h 35.3m +/- 28.1m (2.6°)  15 m (0.07°) 2.55 m
    41    27 (1.09)   11.211 km +/- 0.01 km (0.00°)  24h 24.8m   329h 35.1m +/- 25.8m (2.6°)  15 m (0.07°) 2.54 m
    44    29 (1.17)   11.200 km +/- 0.01 km (0.00°)  24h 23.1m   353h 34.6m +/- 24.1m (2.6°)  15 m (0.07°) 2.54 m
    47    31 (1.25)   11.187 km +/- 0.00 km (0.00°)  24h 21.6m   377h 34.5m +/- 06.4m (2.6°)  15 m (0.07°) 2.53 m
    46    31 (1.19)   10.909 km +/- 0.01 km (0.00°)  23h 35.1m   365h 34.2m +/- 23.0m (2.5°)  14 m (0.07°) 2.41 m
    43    29 (1.11)   10.899 km +/- 0.01 km (0.00°)  23h 33.5m   341h 35.2m +/- 22.7m (2.5°)  14 m (0.07°) 2.40 m
    40    27 (1.03)   10.889 km +/- 0.01 km (0.00°)  23h 31.5m   317h 35.1m +/- 25.5m (2.5°)  14 m (0.07°) 2.40 m
    47    32 (1.20)   10.777 km +/- 0.01 km (0.00°)  23h 13.6m   371h 37.8m +/- 15.7m (2.5°)  13 m (0.07°) 2.35 m
    41    28 (1.04)   10.738 km +/- 0.01 km (0.00°)  23h 07.0m   323h 37.9m +/- 19.4m (2.5°)  13 m (0.07°) 2.33 m
    45    31 (1.13)   10.624 km +/- 0.01 km (0.00°)  22h 48.6m   353h 32.8m +/- 22.7m (2.5°)  13 m (0.07°) 2.28 m
    42    29 (1.05)   10.597 km +/- 0.01 km (0.00°)  22h 43.9m   329h 37.1m +/- 24.7m (2.4°)  13 m (0.07°) 2.27 m
    49    34 (1.21)   10.533 km +/- 0.01 km (0.00°)  22h 33.8m   383h 34.5m +/- 19.3m (2.4°)  13 m (0.06°) 2.24 m
    43    30 (1.06)   10.464 km +/- 0.01 km (0.00°)  22h 22.5m   335h 37.0m +/- 23.0m (2.4°)  13 m (0.06°) 2.21 m
    47    33 (1.14)   10.382 km +/- 0.01 km (0.00°)  22h 09.4m   365h 35.0m +/- 19.9m (2.4°)  12 m (0.06°) 2.18 m
    44    31 (1.07)   10.338 km +/- 0.01 km (0.00°)  22h 02.5m   341h 38.3m +/- 17.5m (2.4°)  12 m (0.06°) 2.16 m
    45    32 (1.07)   10.222 km +/- 0.01 km (0.00°)  21h 43.5m   347h 36.6m +/- 21.8m (2.4°)  12 m (0.06°) 2.11 m
    52    37 (1.24)   10.213 km +/- 0.01 km (0.00°)  21h 42.5m   401h 36.3m +/- 17.8m (2.4°)  12 m (0.06°) 2.11 m
    46    33 (1.08)   10.110 km +/- 0.01 km (0.00°)  21h 25.8m   353h 36.0m +/- 19.7m (2.3°)  12 m (0.06°) 2.07 m
    43    31 (1.01)   10.048 km +/- 0.01 km (0.00°)  21h 16.0m   329h 38.5m +/- 17.2m (2.3°)  12 m (0.06°) 2.04 m
    47    34 (1.09)   10.005 km +/- 0.01 km (0.00°)  21h 09.4m   359h 39.1m +/- 14.8m (2.3°)  12 m (0.06°) 2.02 m
[/code][/spoiler]


No sweet spots found! Try increasing the threshold.


[size=4][b]Flake [ResHi1][/B][/SIZE][spoiler=Show ResHi1 Orbits][code]

              Altitude                Inc.       Orbital   Time to Scan          Eff.  Swath  Resolution
  UEQx Sidelap  Ideal     +/- Error               Period      Total    +/- Error  FOV   Width (deg)   (km)
====================================================================================================================
[/code][/spoiler]


No sweet spots found! Try increasing the threshold.


[size=4][b]Flake [Multi1][/B][/SIZE][spoiler=Show Multi1 Orbits][code]

              Altitude                Inc.       Orbital   Time to Scan          Eff.  Swath  Resolution
  UEQx Sidelap  Ideal     +/- Error               Period      Total    +/- Error  FOV   Width (deg)   (km)
====================================================================================================================
[/code][/spoiler]


No sweet spots found! Try increasing the threshold.


[size=4][b]Flake [VisHi1][/B][/SIZE][spoiler=Show VisHi1 Orbits][code]

              Altitude                Inc.       Orbital   Time to Scan          Eff.  Swath  Resolution
  UEQx Sidelap  Ideal     +/- Error               Period      Total    +/- Error  FOV   Width (deg)   (km)
====================================================================================================================
[/code][/spoiler]

